Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
560,SANDESTIN INVESTMENTS LLC,48,48,Walton,MIRAMAR BEACH,8502678000,82.6,,,,,
865,RNB MANAGEMENT SERVICES LLC,31,31,"Okaloosa, Santa Rosa, Walton","DESTIN, MIRAMAR BEACH, NAVARRE",,82.5,,,,,
1026,REIMAGINE RENOVATION MRE LLC,25,25,"Osceola, Polk, Volusia","DAVENPORT, DAVENPORT, , DAYTONA BEACH, HAINES CITY, KISSIMMEE",4072230993,82.0,,,,,
585,P2 GLOBAL INVESTMENT GROUP LLC,46,46,Osceola,KISSIMMEE,407-818-1992,81.8,,,,,
781,CHARLOTTE WALLACE LLC,34,34,"Osceola, Polk","DAVENPORT, KISSIMMEE",8632470623,81.8,,,,,
785,LOVESUN ENTERPRISES LLC,34,34,"Osceola, Polk","DAVENPORT, KISSIMMEE",4079732545,81.8,,,,,
962,LE CHATEAU PROPERTIES LLC,27,27,Broward,"DEERFIELD BEACH, FORT LAUDERDALE, OAKLAND PARK, POMPANO BEACH, WILTON MANORS",954-605-1692,81.8,,,,,
976,AMERICAN DREAM N FL REALTY LLC,27,27,Taylor,"PERRY, STEINHATCHEE",8508432648,81.8,,,,,
602,"PREMIER PROPERTIES OF SOUTHWEST FLORIDA, LLC",44,26,"Collier, Orange, Pinellas","BELLEAIR BLUFFS, BONITA SPRINGS, INDIAN ROCKS BEACH, INDIAN SHORES, LARGO, MADEIRA BEACH, NAPLES, ORLANDO",2394032200,81.6,,,,,
611,NAPLES VACATION RENTALS LLC,44,36,Collier,NAPLES,239.219.9999,81.6,,,,,
759,DESTIN COASTAL ESCAPES LLC,36,35,"Okaloosa, Walton","DESTIN, FORT WALTON BEACH, MIRAMAR BEACH, SANTA ROSA BEACH",8507337447,81.5,,,,,
597,SANIBEL VACATIONS LLC,45,45,Lee,"CAPTIVA, SANIBEL",239-691-2265,81.3,,,,,
580,COASTAL BREEZE HOLDINGS LLC,46,35,"Bay, Collier, Lee, Monroe","FORT MYERS, FORT MYERS BEACH, FT MYERS BEACH, MARATHON, MARCO ISLAND, NAPLES, PANAMA CITY BEACH",612-860-1157,81.2,,,,,
731,QUALITY VACATION HOMES LLC,37,37,"Osceola, Polk","DAVENPORT, KISSIMMEE, KISSMMEE",,81.0,,,,,
827,ELEMENT ACQUISITIONS LLC,32,32,"Osceola, Polk","DAVENPORT, KISSIMMEE",4074878000,80.9,,,,,
551,"VACAYEASE, LLC",48,47,"Orange, Osceola, Polk","CHAMPIONSGATE, DAVENPORT, KISSIMMEE, ORLANDO, REUNION",,80.8,,,,,
605,OD INVESTMENTS HOMES LLC,44,34,"Lake, Orange, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMMEE, ORLANDO",8434469274,80.8,,,,,
941,SWL REALTY LLC,28,27,Volusia,"DAYTONA BEACH, DAYTONA BEACH , DAYTONA BEACH SHORES, PORT ORANGE",7123631099,80.8,,,,,
624,BRIGITTE HEINDL CONSULTING INC,43,43,Lee,"CAPE CORAL, FT MYERS BEACH",239.540.3485,80.5,,,,,
1011,NAPLES FLORIDA VACATION HOMES LLC,26,22,"Collier, Lee","BONITA SPRINGS, NAPLES",239.676.0088,80.3,,,,,
822,KEYS OCEAN RENTALS INC.,32,29,Monroe,"ISLAMORADA, KEY COLONY BEACH, MARATHON, TAVERNIER",3053075583,80.2,,,,,
842,SEA GYPSY VACATION RENTALS LLC,32,29,Lee,"FORT MYERS BEACH, FORT MYERS BEACH , FT MYERS",954.415.2233,80.2,,,,,
890,DESTIN-VESTMENTS 3 INC.,30,30,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",7577491284,80.1,,,,,
893,30A BEACH STAYS AND VACATIONS LLC,30,30,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, PT WASHINGTON, SANTA ROSA BEACH",8508559501,80.1,,,,,
896,COASTAL BREEZE GETAWAYS LLC.,30,30,"Manatee, Sarasota","BRADENTON, SARASOTA",4079704502,80.1,,,,,
969,RBR PROPERTY INVESTMENTS LLC,27,25,"Lake, Osceola, Polk","CLERMONT, DAVEMPORT, DAVENPORT, KISSIMMEE",4074509244,79.9,,,,,
908,LANDCOP LLC,29,29,"Osceola, Polk","DAVENPORT, KISSIMMEE, KISSSIMMEE",4079324079,79.7,,,,,
910,DCB ENTERPRISES FLORIDA INC,29,29,"Osceola, Polk","DAVENPORT, DAVENPORT , DEAVENPORT, KISSIMMEE, KISSIMMEE , SAINT CLOUD",4074089602,79.7,,,,,
808,COAST PROPERTY MANAGEMENT SERVICES CORP,33,33,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH",,79.3,,,,,
564,SR SARASOTA LLC,48,44,Sarasota,"LONGBOAT KEY, SARASOTA, SIESTA KEY",941-500-5477,79.2,,,,,
953,"INFINITY SUNSETS, INC.",28,28,"Charlotte, Sarasota","ENGLEWOOD, PLACIDA, PORT CHARLOTTE, ROTONDA WEST",9416972175,79.2,,,,,
641,SANDY TOES AND SALTY HAIR LLC,42,41,Manatee,"ANNA MARIA, ANNA MARIA , BRADENTON, BRADENTON BEACH, BRADENTON BEACH , HOLMES BEACH, HOLMES BEACH , LONGBOAT KEY",9412703846,79.1,,,,,
788,SOUTHERN COMFORT PROPERTIES LLC,34,29,Alachua,"GAINESILLE, GAINESVILLE, GAINESVILLE , HIGH SPRINGS",646-221-9276,78.9,,,,,
696,SEA BREEZE INTERNATIONAL MGMT CORP,39,39,Lee,CAPE CORAL,234.541.9684,78.8,,,,,
654,LET IT HAPPEN LLC,41,41,"Bay, Gulf, Walton","MEXICO BEACH, MEXICO BEACH , MEXIOC BEACH , MIRAMAR BEACH, PORT ST JOE, PORT ST JOE ",,78.7,,,,,
655,STELLARDWELLER LLC,41,41,"Leon, Okaloosa, Walton","DESTIN , FORT WALTON BEACH, FORT WALTON BEACH , MIRAMAR BEACH, SHALIMAR , TALLAHASSEE",,78.7,,,,,
