Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
598,ITRIP VACATIONS,45,45,Lee,"BOKEELIA, BONITA SPRINGS, CAPE CORAL, CAPE CORAL , FORT MYERS, FORT MYERS BEACH, MATLACHA",,61.3,,,,,
645,MOCK MANAGEMENT LLC,41,14,Nassau,FERNANDINA BEACH,904.945.3887,61.3,,,,,
741,FLORIDA KEYS VACATION RENTALS,36,23,Monroe,"ISLAMORADA, KEY LARGO, KEY WEST, MARATHON, SUMMERLAND KEY, TAVERNIER",(305)743-5181,61.1,,,,,
715,"MY FLORIDA VACATION RENTALS, LLC",38,9,"Collier, Lee","BONITA SPRINGS, FORT MYERS BEACH, NAPLES",2398989391,60.9,,,,,
924,TEN HAAF BEN,29,26,Manatee,"ANNA MARIA, BRADENTON BEACH, HOLMES BEACH",941.782.8152,60.5,,,,,
835,GULF COAST VACATION BY OWNER,32,21,Okaloosa,"DESTIN, DESTIN ",8503771559,60.2,,,,,
804,DE LIMA ROGER F,33,32,"Osceola, Polk","CHAMPIONS GATE, DAVENPORT, KISSIMME, KISSIMMEE",,60.1,,,,,
1014,MARCO ISLAND VACATION LODGING CORPORATION,26,25,Collier,"MARCO ISLAND, NAPLES",,59.9,,,,,
734,JWB PROPERTY MANAGEMENT,37,22,Duval,"JACKSONVILLE, JACKSONVILLE , JACKSONVILLE BEACH",9047557777,59.8,,,,,
882,UPKEY LLC,30,26,Alachua,"ALACHUA, GAINESVILE, GAINESVILLE, GAINEVILLE, HIGH SPRINGS",,59.8,,,,,
973,DESTIN LUXURY RENTALS INC,27,12,Okaloosa,"DESTIN, FT WALTON BEACH",850.837.4191,59.6,,,,,
558,DYER PROPERTY SERVICES LLC,48,14,"Okaloosa, Walton","FT WALTON BEACH, MIRAMAR BEACH",770.883.0032,59.2,,,,,
660,NOELBIS DIAZ PA,40,40,Dade,"CUTLER BAY, CUTLER BAY , HIALEAH, HOMESTEAD, ISLAMORADA , MIAMI, MIAMI , MIAMI FL, MIAMI SPTRING, VIRGINIA GARDEN ",,59.2,,,,,
932,ORLANDO HOST,28,28,"Osceola, Polk","DAVENPORT, DAVEPORT, KISSIMMEE",,59.2,,,,,
945,PARADISE ADDVENTURES LLC,28,14,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH",850.650.0088,59.2,,,,,
604,SANGENITO ANTHONY,44,31,Osceola,"KISSIMMEE, KISSIMMEE ",352.638.2299,59.1,,,,,
915,KEY CONCEPTS REALTY,29,19,Escambia,"PENSACOLA, PENSACOLA ",(850)492-5462,58.9,,,,,
964,RED ROSE INVESTMENTS,27,27,"Orange, Polk","DAVENPORT, DAVENPORT , ORLANDO",,58.8,,,,,
576,MARCO ISLAND RENTAL PROP INC,47,10,Collier,"GOODLAND, MARCO ISLAND, MARCO ISLANF",(941)394-8686,58.7,,,,,
1038,ISLANDER PROPERTIES INC,25,11,Charlotte,PLACIDA,6972192,58.6,,,,,
897,ANNE ENTERPRISES LLC,29,18,"Broward, Dade, Osceola","BAY HARBOR ISLANDS, FORT LAUDERDALE, KISSIMMEE, MIAMI, MIAMI BEACH",,58.5,,,,,
1003,RAIRVUE SERVICES LLC,26,13,"Bay, Broward","FT LAUDERDALE, PANAMA CITY, PANAMA CITY BEACH",303-220-0183,58.4,,,,,
1020,"BRUNSWICK, LILLI & ADAMS, PAUL",25,19,"Broward, Palm Beach","DEERFIELD BEACH, DELRAY BEACH, LIGHTHOUSE POINT, POMPANO BEACH",561-221-1466,58.4,,,,,
739,SPLASH RESORT C/O VACASA,37,37,Bay,"PANAMA CITY BEACH, PANAMA CITY BEACH ",,58.0,,,,,
733,SOVEREIGN & JACOBS PROPERTY MANAGEMENT COMPANIES LLC,37,11,St. Johns,"SAINT AUGUSTINE, ST AUGUSTINE",904-461-5556,57.9,,,,,
623,M&M PROPERTY MANAGEMENT GROUP,43,25,"Manatee, Sarasota","BRADENTON BEACH, BRADENTON BEACH , SARASOTA",,56.8,,,,,
787,GOLDEN REALTY & PROPERTY MANAGEMENT INC,34,10,St. Johns,"SAINT AUGUSTINE, ST AUGUSTINE, ST. AUGUSTINE",904.940.9990,56.5,,,,,
881,COSY CASAS LLC,30,16,Orange,ORLANDO,407 965 5091,56.4,,,,,
591,NAVARRO HEIDI,45,39,Pinellas,"BELLEAIR BEACH, BELLEAIR BEACH , CLEARWATER BEACH, INDIAN ROCKS BEACH, INDIAN SHORES, REDINGTON BEACH, REDINGTON SHORES, ST PETERSBURG",,56.0,,,,,
563,LELY DEVELOPMENT CORP,48,16,Collier,NAPLES,239-732-9920,55.9,,,,,
622,SUN VILLAGE MANAGEMENT LLC,43,8,Lee,"BONITA SPRINGS, ESTERO",239.390.8860,55.9,,,,,
888,MAINSAIL CONDOMINIUMS BY VACASA,30,30,Walton,MIRAMAR BEACH,,55.1,,,,,
891,SHORELINE RENTALS & MANAGEMENT,30,24,Bay,"MEXICO BEACH, PANAMA CITY BEACH",,55.1,,,,,
940,VACATION-DAYTONA INC,28,9,Volusia,"DAYTONA BEACH, DAYTONA BEACH ",630-927-6669,55.1,,,,,
947,DESTIN-VESTMENTS 3 INC,28,11,"Okaloosa, Walton","DESTIN, FORT WALTON BEACH, MIRAMAR BEACH",7577491284,55.0,,,,,
594,VACATION RENTAL PROS MANAGEMENT LLC,45,17,Okaloosa,"DESTIN, DESTIN ",,54.4,,,,,
829,LD&A REALTY LLC,32,4,"Osceola, Polk","DAVENPORT, KISSIMMEE",4078289090,53.9,,,,,
980,CHURCHILL PROPERTY SERVICES,27,27,Lee,"CAPE CORAL, FORT MYERS, FORT MYERS BEACH",,53.8,,,,,
864,"VACATIONS PERFECTED, INC",31,14,Bay,"PANAMA CITY, PANAMA CITY BEACH",8444782972,53.6,,,,,
955,FREEWHEELER VACATIONS INC,27,20,Monroe,ISLAMORADA,,53.5,,,,,
764,WATERMARK REALTY INC,36,7,Collier,MARCO ISLAND,239-642-5400,53.4,,,,,
685,"FORT MYERS BEACH VACATION RENTALS, LLC",40,6,Lee,"CAPE CORAL, FORT MYERS, FORT MYERS BEACH",2398392182,53.2,,,,,
766,UPPER KEYS RENTALS INC,35,7,Monroe,"KEY LARGO, TAVERNIER",3058509350,53.2,,,,,
811,ANELIYAS RENTALS LLC,33,7,Bay,"PANA CITY BEACH, PANAMA  CITY BEACH, PANAMA CITY BEACH",970-691-0251,52.8,,,,,
944,KRISTI L BENNETT,28,20,Nassau,"AMELIA ISLAND, FENANDINA BEACH, FERNANDINA BEACH, FERNANDINA BEACH ",904-753-0187,52.8,,,,,
