Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
1032,PS ROBINSON EMTERPRISES LLC,25,25,"Osceola, Polk","DAVENPORT, KISSIMMEE",4078020749,78.0,,,,,
646,LUX ST. AUGUSTINE VACATION RENTALS,41,41,St. Johns,"ST AUGUSTINE, ST. AUGUSTINE",9047704826,77.7,,,,,
693,GASPARVILLAS ISLAND RENTALS IN,39,35,"Charlotte, Sarasota","ENGLEWOOD, PLACIDA, PORT CHARLOTTE, ROTONDA WEST",941-697-9797,77.7,,,,,
709,GIBSON BEACH RENTALS INC.,38,25,"Bay, Walton","DESTIN, MIRAMAR BEACH, PANAMA CITY BEACH",8506366651,77.7,,,,,
826,BAY HAVEN MANAGEMENT LLC,32,27,Palm Beach,"JUPITER, LANTANA, NORTH PALM BEACH, PALM BEACH GARDENS, PALM BEACH SHORES, RIVIERA BEACH, WEST PALM BEACH",5614596368,77.7,,,,,
561,EXCLUSIVE 30A LLC,48,48,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, SANTA ROSA BEACH, WATERSOUND",,77.6,,,,,
765,SUNSTREAM HOTELS AND RESORTS LLC,36,36,Lee,"FT MYERS BEACH, FT. MYERS BEACH, FT. MYERS BEACH ",239-765-4111,77.6,,,,,
575,"HAMILTON, JACQUE",47,47,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH",336-926-4425,77.2,,,,,
770,CABOT CITRUS OPCO LLC,35,35,Hernando,BROOKSVILLE,352-796-5500,77.2,,,,,
774,GRAYT 30A VACATIONS INC,35,35,Walton,SANTA ROSA BEACH,844-941-1213,77.2,,,,,
948,STAY AT 30A VACATION RENTALS,28,28,"Okaloosa, Walton","DESTIN, INLET BEACH, MIRAMAR BEACH, SANTA ROSA BEACH, SEACREST, SEACREST BEACH, SEAGROVE, WATERCOLOR, WATERSOUND",8503295050,77.2,,,,,
1004,KASTLE KEEPERS LLC,26,25,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, MIRIMAR BEACH",850.269.7793,76.9,,,,,
555,COCHRAN JIM,48,47,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",850.650.4544,76.8,,,,,
586,ARNIE BENNETT,46,46,"Volusia, Walton",NEW SMYRNA BEACH,386-689-5491,76.8,,,,,
688,COSTAMAR VACATION HOMES LLC,39,39,Osceola,"DAVENPORT, KISSIMMEE, KISSIMMEE , KISSIMMEE F",,76.8,,,,,
697,ASSOCIATED VACATION RENTALS LLC,39,39,Lee,"CAPE CORAL, CAPE CORAL , CAPECORAL",,76.8,,,,,
793,HIGHPOINT C/O VACASA LLC,34,34,Walton,"INLET BEACH, SEACREST, SEACREST  ",863-280-5942,76.8,,,,,
984,MARATHON VACATION COM INC,26,23,Monroe,"ISLAMORADA, KEY COLONY BEACH, MARATHON, TAVERNIER",305.735.4095,76.8,,,,,
750,SUNSHINE STATE VILLAS,36,36,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, HAINES CITY, KISSIMMEE",4074948347,76.6,,,,,
