Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
841,"MCDANIEL PROPERTIES FL, LLC",32,32,Escambia,"PENSACOLA, PERDIDO KEY",,73.9,,,,,
886,VACATION RENTALS AT THE BEACH LLC,30,23,Bay,PANAMA CITY BEACH,303-220-0183,73.8,,,,,
977,"BEACH LUXURY VACATIONS, LLC",27,27,Walton,"MIRAMAR BEACH, SANTA ROSA BEACH",8507370044,73.8,,,,,
983,LIVERIGHT VACATIONS LLC,27,27,Collier,NAPLES,609-457-8789,73.8,,,,,
652,MARSHALL LANIER & MALLORY MICHAEL,41,40,"Bay, Walton","INLET BEACH, NOT HISPANIC OR LATI, SANTA ROSA BEACH",334-467-9198,73.7,,,,,
990,"HAPPY PLACE VACATION RENTAL, LLC",26,21,Pinellas,"CLEARWATER BEACH, INDIAN ROCKS BEACH, INDIAN SHORES, MADEIRA BEACH, NORTH REDINGTON BEAC, REDINGTON BEACH, REDINGTON SHORES",7274921336,73.7,,,,,
796,MANTA PROPERTY MANAGEMENT LLC,34,33,Manatee,"ANNA MARIA, BRADENTON, BRADENTON , BRADENTON BEACH, HOLMES BEACH",,73.6,,,,,
966,"RED SASH PROPERTIES, LLC",27,18,"Hillsborough, Pinellas","BRANDON, INDIAN ROCKS BEACH, TAMPA",9312376592,73.5,,,,,
633,UNIK VILLAS LLC,42,35,Osceola,KISSIMMEE,4078614760,73.4,,,,,
751,"LONG KEY VACATION RENTALS, LLC",36,25,Pinellas,"CLEARWATER, CLEARWATER BEACH, INDIAN ROCKS BEACH, ST PETERSBURG",727-360-0008,73.4,,,,,
1036,LIV GROUP LLC,25,22,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH, SEACREST",8594897463,73.2,,,,,
536,ROSE HEINRICH AND EMMERICH PETER,49,49,Palm Beach,"LAKE WORTH BEACH , RIVIERA BEACH, WEST PALM BEACH, WEST PALM BEACH ",561-801-0164,73.0,,,,,
1018,FORT LAUDERDALE STAYS LLC,25,25,Broward,"FORT LAUDERDALE, FORT LAUDERDALE , FT LAUDERDALE, OAKLAND PARK, WILTON MANORS, WILTON MNAORS",754-701-5660,73.0,,,,,
1028,"FLORIDA INTERNATIONAL HOMES, LLC",25,25,Polk,"HAINES CITY, HAINES CITY ",863-421-6357,73.0,,,,,
981,SHORE THING PROPERTY SERVICES LLC,27,23,"Manatee, Sarasota","ANNA MARIA, BRADENTON , BRADENTON BEACH, BRADENTON BEACH , HOLMES BEACH, HOLMES BEACH , LONGBOAT KEY, SARASOTA",9419142354,72.9,,,,,
782,ONE OF ONE - FLORIDA VR LLC,34,23,"Hillsborough, Pinellas, Polk, Volusia","APOLLO BEACH, CLEARWATER, DAYTONA BEACH SHORES, LAKELAND, ST PETERSBURG, TAMPA",4694126722,72.8,,,,,
937,KEAST ENTERPRISES LLC,28,27,Osceola,KISSIMMEE,407.566.8518,72.8,,,,,
967,FLORIDA NEST,27,27,"Hillsborough, Manatee, Pinellas","BRADENTON, CLEARWATER, GULFPORT, LARGO, PINELLAS PARK, REDINGTON BEACH, SEMINOLE, ST PETERSBURG, ST. PETERSBURG, TAMPA",386-801-0714,72.8,,,,,
904,MURIRI HOLDINGS DBA SOVEREIGN VACATION VILLAS ORLANDO,29,29,Polk,DAVENPORT,407.348.9166,72.7,,,,,
742,RENTALS IN PARADISE INC,36,33,Monroe,"KEY COLONY BEACH, KEY COLONY BEACH , MARATHON, MARATHON ",,72.2,,,,,
775,PORTORO HOMES INC.,35,35,"Okaloosa, Walton","ALYS BEACH, DESTIN, INLET BEACH, MIRAMAR BEACH, SANTA ROSA BEACH",,72.2,,,,,
929,KEY COLONY BEACH REALTY INC,28,28,Monroe,KEY COLONY BEACH,,72.2,,,,,
952,CNE VACATION RENTAL LLC,28,28,Collier,NAPLES,,72.2,,,,,
1027,REMI EMERSON VACATION RENTALS LLC,25,20,"Brevard, Lake, Osceola, Polk, Volusia","CLERMONT, DAVENPORT, HAINES CITY, KISSIMMEE, MELBOURNE, NEW SMYRNA BEACH, PORT ORANGE",,72.0,,,,,
789,NOMAD HOSPITALITY LLC,34,34,"Duval, St. Johns","JACKSONVILLE, JACKSONVILLE BEACH, NEPTUNE BEACH, PONTE VEDRA",,71.8,,,,,
982,"ASSOCIATED VACATION RENTALS, LLC",27,27,Lee,"CAPE CORAL, CAPE CORAL , FT MYERS, NORTH FT MYERS",,71.8,,,,,
773,STEINHATCHEE LANDING LLC,35,30,Taylor,STEINHATCHEE,352-498-0696,71.5,,,,,
956,OCEAN SUNRISE VACATION RENTALS LLC,27,20,Monroe,"ISLAMORADA, KEY LARGO, TAVERNIER",305.393.9967,71.5,,,,,
640,FRAN MAXON REAL ESTATE INC,42,35,Manatee,"ANNA MARIA, BRADENTON BEACH, HOLMES BEACH",,71.4,,,,,
949,CONCIERGE COTTAGES LLC,28,26,Walton,"INLET BEACH, SANTA ROSA BEACH",8502703444,71.4,,,,,
816,COASTAL BEACH FLORIDA VACATIONS LLC,33,33,"Charlotte, Collier","MARCO ISLAND, MARCO ISLAND , NAPLES, NAPLES , PUNTA GORDA",,71.3,,,,,
997,HOST MANAGEMENT GROUP LLC,26,20,"Brevard, Lake, Osceola, Volusia","CLERMONT, CLERMONT , DAVENPORT, KISSIMMEE, MELBOURNE, NEW SMYRNA BEACH, PORT ORANGE",,71.2,,,,,
1019,B&G LUXE PROPERTIES LLC,25,25,Broward,"FORT LAUDERDALE, FORT LAUDERDALE , FORT LUADERDALE , FT LAUDERDALE, POMPANO BEACH, POMPANO BEACH , POMPANP BEACH",,71.0,,,,,
606,TOP TIER AT REUNION LLC,44,44,Osceola,"34747, KISSIMMEE, KISSIMMEE ",,70.9,,,,,
830,UNIVERSAL CORPORATE HOUSING LLC,32,32,"Osceola, Polk","DAVENPORT, KISSIMMEE",,70.9,,,,,
958,FAIRWAY PROPERTY MANAGERS INC,27,25,Monroe,KEY LARGO,305.367.4280,70.9,,,,,
565,VACATION RENTALS OF THE FLA KEYS,47,36,Monroe,"DUCK KEY, ISLAMORADA, KEY COLONY BEACH, KEY LARGO, MARATHON",305-743-8507,70.8,,,,,
768,KCM MANAGEMENT FLORIDA,35,32,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, DAVEPORT, HAINES CITY, KISSIMME, KISSIMMEE",,70.7,,,,,
942,FINEST HOUSE CARE LLC,28,22,"Osceola, Polk","DAVENPORT, KISSIMMEE",3219454796,70.7,,,,,
612,MOLLY PARKER INC,43,43,Monroe,KEY WEST,,70.5,,,,,
1005,"SOUTHERN SHORES OF PCB, LLC",26,24,Bay,"PANAMA CITY BEACH, PANAMAM CITY BEACH",850-832-2394,70.3,,,,,
630,"CARIBE COVE CO VACASA, LLC",42,42,Osceola,"KISSIMMEE, KISSIMMEE ",,70.1,,,,,
610,SEYCHELLES C/O VACASA,44,43,Bay,PANAMA CITY BEACH,863-280-5942,70.0,,,,,
554,SEAGROVE ON THE BEACH PROPERTY RENTALS INC,48,17,"Bay, Walton","PANAMA CITY BEACH, SANTA ROSA BEACH",850.231.4205,69.8,,,,,
570,ORLANDO RESORTS RENTAL LLC,47,23,Orange,ORLANDO,407.496.2786,69.7,,,,,
905,COZY TRIP LLC,29,29,"Osceola, Polk","CHAMPIONS GATE, DAVENPORT, KISSIMMEE",,69.7,,,,,
792,"SAND DOLLAR 1, LLC",34,32,"Bay, Walton","MIRAMAR BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH",,69.4,,,,,
747,CASIOLA BROWARD LLC,36,33,"Broward, Palm Beach","DAVIE, DEERFIELD BEACH, FT LAUDERDALE, HOLLYWOOD, OAKLAND PARK, PARKLAND, PLANTATION, POMPANO BEACH, SOUTHWEST RANCHES, WEST PALM BEACH",,69.2,,,,,
849,AJNB,31,30,"Hernando, Pinellas","CLEARWATER, CLEARWATER BEACH , HERNANDO BEACH, INDIAN ROCKS BEACH, PALM HARBOR",7273408114,69.2,,,,,
703,GIOVANNI CARVALHO GALZERANO,38,30,"Orange, Osceola, Polk","DAVENPORT, KISSIMEEE, KISSIMMEE, KISSIMMEE , ORLANDO",407-707-4914,69.0,,,,,
